Gene_A,Gene_B
NFYA,ZHX1
TAL1,ZHX1
TERF1,ZHX1
TP53,ZHX1
ESR1,ZHX2
ZHX1,ZHX2
KLF11,ZHX3
ZHX1,ZHX3
ZHX2,ZHX3
AKAP8L,ZIC1
ARID5A,ZIC1
BATF3,ZIC1
CRX,ZIC1
FOXH1,ZIC1
PATZ1,ZIC1
REL,ZIC1
SMAD4,ZIC1
SMYD3,ZIC1
TBX19,ZIC1
ESR1,ZKSCAN1
L3MBTL1,ZKSCAN1
PCGF6,ZKSCAN1
MEOX2,ZKSCAN3
MEOX2,ZKSCAN4
SETDB1,ZKSCAN8
HOXA1,ZMAT1
IKZF3,ZMAT1
BACH2,ZNF124
MEOX2,ZNF124
PAX6,ZNF124
TCF4,ZNF124
ZMAT1,ZNF124
CREB1,ZNF131
FOXB1,ZNF131
FOXJ2,ZNF131
FOS,ZNF133
LHX6,ZNF138
ZBTB8A,ZNF138
FOXQ1,ZNF143
LIN54,ZNF143
RBPJ,ZNF143
SMAD9,ZNF143
ESR1,ZNF146
L3MBTL1,ZNF146
ZKSCAN1,ZNF146
FOXJ2,ZNF148
POU6F2,ZNF148
ZBTB47,ZNF16
ZNF101,ZNF16
HOMEZ,ZNF165
KAT7,ZNF165
SNAPC5,ZNF177
ZGPAT,ZNF177
SKIL,ZNF200
MEOX2,ZNF202
WT1,ZNF205
ESR1,ZNF207
JUN,ZNF207
PA2G4,ZNF207
BCL11A,ZNF219
BCL11B,ZNF219
BPTF,ZNF219
DR1,ZNF219
GATAD2A,ZNF219
GATAD2B,ZNF219
MBD2,ZNF219
MBD3,ZNF219
MYBL2,ZNF219
ZBTB2,ZNF219
MEOX2,ZNF23
ZBTB9,ZNF23
FOS,ZNF232
HSF1,ZNF232
YY1,ZNF232
ESR1,ZNF24
SETDB1,ZNF24
TP53,ZNF24
ZBTB16,ZNF24
ZGPAT,ZNF24
ZKSCAN4,ZNF24
ZNF165,ZNF24
ZNF174,ZNF24
ZNF232,ZNF24
HMBOX1,ZNF250
HOMEZ,ZNF250
LTF,ZNF250
MEOX2,ZNF250
MYF5,ZNF250
PRDM14,ZNF250
ZBTB43,ZNF250
ZBTB6,ZNF250
ZBTB8A,ZNF250
ZFP1,ZNF250
ZNF165,ZNF250
ZNF175,ZNF250
ZNF202,ZNF250
SMAD1,ZNF251
SMAD3,ZNF251
ZNF165,ZNF263
ZNF175,ZNF264
SP8,ZNF273
MEOX2,ZNF276
ZBTB8A,ZNF276
HOMEZ,ZNF280C
AHDC1,ZNF280D
RLF,ZNF280D
ESR1,ZNF281
L3MBTL1,ZNF281
MYC,ZNF281
NANOG,ZNF281
SP100,ZNF281
STAT3,ZNF281
ZBTB16,ZNF281
HOXB5,ZNF286A
ADNP,ZNF292
ADNP2,ZNF292
ZNF280D,ZNF292
BCL11A,ZNF296
BPTF,ZNF296
MBD2,ZNF296
MYBL2,ZNF296
ZNF212,ZNF3
ALX1,ZNF300
ZBTB48,ZNF317
ESR1,ZNF318
POU6F2,ZNF319
ESR1,ZNF326
FOXP3,ZNF326
FOXQ1,ZNF326
JUN,ZNF326
MEOX2,ZNF329
SMAD3,ZNF329
ZBTB8A,ZNF329
ZGPAT,ZNF329
ZNF275,ZNF329
HMBOX1,ZNF337
CREB5,ZNF34
FOXH1,ZNF34
GCM2,ZNF34
HOXC8,ZNF34
NFYC,ZNF34
OTX1,ZNF34
PITX1,ZNF34
PITX2,ZNF34
POU6F2,ZNF34
TBX3,ZNF34
TBX6,ZNF34
TCF7L2,ZNF34
TLX3,ZNF34
VENTX,ZNF34
ZIC1,ZNF34
ARNT2,ZNF341
JRK,ZNF343
PAX9,ZNF343
ZNF319,ZNF343
ESR1,ZNF346
KLF11,ZNF346
NKRF,ZNF346
SETDB1,ZNF346
CDC5L,ZNF35
CREB1,ZNF35
HOMEZ,ZNF35
ZBTB8A,ZNF35
ZGPAT,ZNF35
AKAP8L,ZNF366
THAP1,ZNF385C
ZBTB47,ZNF394
ZKSCAN3,ZNF396
ZKSCAN4,ZNF396
ZKSCAN8,ZNF396
ZNF174,ZNF396
ZNF24,ZNF396
ZKSCAN1,ZNF397
ZKSCAN3,ZNF397
ZKSCAN4,ZNF397
ZKSCAN8,ZNF397
ZNF174,ZNF397
ZNF213,ZNF397
ZNF232,ZNF397
ZNF24,ZNF397
ZNF263,ZNF397
ZNF394,ZNF397
AEBP2,ZNF408
HOXA5,ZNF408
HOXB9,ZNF408
THAP1,ZNF408
ZBTB26,ZNF408
ZBTB48,ZNF408
ZBTB8A,ZNF408
ZBTB9,ZNF408
ZNF317,ZNF408
TLX3,ZNF41
HOXB2,ZNF410
MEOX1,ZNF410
MEOX2,ZNF410
PAX6,ZNF410
POU6F2,ZNF410
STAT5B,ZNF410
ZNF24,ZNF410
ZNF397,ZNF410
POU2AF1,ZNF414
RBCK1,ZNF414
CSRNP1,ZNF417
HMBOX1,ZNF417
HOMEZ,ZNF417
HOXA1,ZNF417
IKZF1,ZNF417
IKZF3,ZNF417
JRK,ZNF417
LHX3,ZNF417
MEIS3,ZNF417
MEOX2,ZNF417
MYF5,ZNF417
NKX3-1,ZNF417
PLSCR1,ZNF417
REL,ZNF417
RORB,ZNF417
TCF4,ZNF417
ZBTB1,ZNF417
ZBTB10,ZNF417
ZBTB43,ZNF417
ZBTB8A,ZNF417
ZBTB9,ZNF417
ZNF165,ZNF417
ZNF19,ZNF417
ZNF20,ZNF417
TP53,ZNF420
SMAD1,ZNF423
SMAD4,ZNF423
ZNF219,ZNF423
ZGPAT,ZNF426
CREB1,ZNF436
BACH2,ZNF438
DMRT3,ZNF438
ESRRG,ZNF438
ZBTB8A,ZNF438
ZNF143,ZNF438
ZNF17,ZNF438
ZNF202,ZNF438
PAX9,ZNF440
XBP1,ZNF440
GSC2,ZNF444
SETDB1,ZNF444
ZKSCAN3,ZNF444
ZKSCAN4,ZNF444
ZKSCAN8,ZNF444
ZNF174,ZNF444
ZNF24,ZNF444
ZNF397,ZNF444
ZNF396,ZNF445
PIN1,ZNF446
REL,ZNF446
ZKSCAN4,ZNF446
ZNF165,ZNF446
ZNF18,ZNF446
ZNF232,ZNF446
ZNF24,ZNF446
ZNF263,ZNF446
ZNF396,ZNF446
ZNF397,ZNF446
ZNF444,ZNF446
PIN1,ZNF449
AR,ZNF451
CDC5L,ZNF451
CREB1,ZNF451
WIZ,ZNF462
ZNF202,ZNF473
ZNF250,ZNF473
ZNF408,ZNF473
ZIC1,ZNF474
ESR1,ZNF48
CAMTA2,ZNF483
CRX,ZNF483
LBX1,ZNF483
MEOX2,ZNF483
ZNF24,ZNF483
ZNF446,ZNF483
DR1,ZNF488
GTF2B,ZNF488
KLF11,ZNF488
HOXB13,ZNF490
MEOX2,ZNF490
ZBTB32,ZNF490
FOXD4L6,ZNF496
NR3C1,ZNF496
PPARG,ZNF496
ZKSCAN4,ZNF496
ZNF397,ZNF496
ZNF446,ZNF496
ZNF483,ZNF496
PURB,ZNF497
ZBTB8A,ZNF497
ZNF473,ZNF497
PHF1,ZNF500
ZNF397,ZNF500
ARID5A,ZNF503
FOXH1,ZNF503
HOXA1,ZNF503
PROP1,ZNF503
LHX6,ZNF507
ISL1,ZNF511
LHX2,ZNF511
REPIN1,ZNF512
REXO4,ZNF512
THAP7,ZNF512
BCL11A,ZNF512B
BPTF,ZNF512B
CREBZF,ZNF512B
ESR1,ZNF512B
ESR2,ZNF512B
GATAD2A,ZNF512B
GATAD2B,ZNF512B
HEYL,ZNF512B
KLF10,ZNF512B
KMT2B,ZNF512B
MBD1,ZNF512B
MBD2,ZNF512B
MBD3,ZNF512B
MEOX2,ZNF512B
MTF2,ZNF512B
MYBL2,ZNF512B
PHF1,ZNF512B
SMAD1,ZNF512B
ZNF143,ZNF512B
ZFP64,ZNF513
ADNP,ZNF524
ZNF317,ZNF524
OVOL2,ZNF526
PCGF6,ZNF526
PHF1,ZNF526
PIN1,ZNF526
THAP1,ZNF526
THAP12,ZNF526
ZBTB24,ZNF526
ZFP91,ZNF526
ZNF124,ZNF526
ZNF264,ZNF526
ZNF408,ZNF526
ZNF438,ZNF526
ZNF497,ZNF526
ZNF524,ZNF526
ZNF250,ZNF547
ZNF417,ZNF547
HOXB5,ZNF552
ZBTB16,ZNF552
SMAD9,ZNF557
SMYD3,ZNF557
STAT3,ZNF557
MEOX2,ZNF564
PLAGL2,ZNF564
REL,ZNF564
SMYD3,ZNF57
ZNF250,ZNF57
MEOX2,ZNF572
REL,ZNF572
ZBTB1,ZNF572
ZBTB8A,ZNF572
ZNF165,ZNF572
ZNF250,ZNF572
ZNF383,ZNF572
ZNF417,ZNF572
ZNF57,ZNF572
ESR1,ZNF574
LHX3,ZNF574
LHX4,ZNF574
MEOX2,ZNF574
POU6F2,ZNF574
ZNF526,ZNF574
MYF5,ZNF575
ZNF526,ZNF575
RARG,ZNF576
ZNF526,ZNF578
ESR1,ZNF579
NR4A1,ZNF579
ZNF444,ZNF579
HOMEZ,ZNF580
IKZF1,ZNF580
PAX9,ZNF580
XBP1,ZNF580
ZNF436,ZNF580
DR1,ZNF581
HMBOX1,ZNF581
IKZF1,ZNF581
PLAGL2,ZNF581
PLSCR1,ZNF581
POU2AF1,ZNF581
SOX5,ZNF581
CSRNP1,ZNF587
GSC2,ZNF587
HMBOX1,ZNF587
HOXA1,ZNF587
IKZF1,ZNF587
IKZF3,ZNF587
LHX3,ZNF587
MEOX2,ZNF587
MYF5,ZNF587
NR1D2,ZNF587
PBX2,ZNF587
PLSCR1,ZNF587
PPARA,ZNF587
PRDM14,ZNF587
RORB,ZNF587
SMAD9,ZNF587
SOX13,ZNF587
TCF4,ZNF587
ZBTB43,ZNF587
ZBTB8A,ZNF587
ZGPAT,ZNF587
ZKSCAN8,ZNF587
ZNF286A,ZNF587
ZNF417,ZNF587
ZNF547,ZNF587
ESR1,ZNF592
JUN,ZNF592
SMAD9,ZNF592
ESR1,ZNF598
FOXS1,ZNF598
CXXC1,ZNF608
KMT2A,ZNF608
KMT2B,ZNF608
PHF20,ZNF608
PHF20,ZNF609
SP100,ZNF609
ZNF608,ZNF609
JRK,ZNF620
MLX,ZNF620
ZBTB16,ZNF620
ZFHX3,ZNF620
ZIC1,ZNF620
ZNF24,ZNF620
ZNF22,ZNF624
HNF4G,ZNF629
HOMEZ,ZNF629
JRK,ZNF629
ZNF438,ZNF629
ZBTB2,ZNF639
ZBTB24,ZNF639
ZNF250,ZNF639
LEUTX,ZNF646
MEOX2,ZNF648
RBAK,ZNF648
ZBTB8A,ZNF648
ZNF250,ZNF648
ZNF275,ZNF648
ZNF317,ZNF648
ZNF343,ZNF648
ZNF438,ZNF648
ZNF552,ZNF648
ZNF620,ZNF648
HOXB5,ZNF655
JRK,ZNF655
MBD3,ZNF655
MXI1,ZNF655
PBX3,ZNF655
THAP6,ZNF655
XPA,ZNF655
ZBTB16,ZNF655
ZNF552,ZNF655
ZNF648,ZNF655
ZNF124,ZNF660
ZNF165,ZNF668
ZNF250,ZNF668
RHOXF2,ZNF683
CENPB,ZNF687
ESR1,ZNF687
GATAD2A,ZNF687
JUN,ZNF687
ZNF592,ZNF687
CRX,ZNF688
HMBOX1,ZNF688
HOMEZ,ZNF688
HOXA1,ZNF688
MEOX2,ZNF688
PHF1,ZNF688
PLSCR1,ZNF688
REL,ZNF688
RFX6,ZNF688
TCF12,ZNF688
TCF4,ZNF688
ZGPAT,ZNF688
ZBTB38,ZNF689
ZNF526,ZNF696
CENPB,ZNF707
HOXA5,ZNF707
RBAK,ZNF707
ZNF273,ZNF707
ZNF324,ZNF707
ZNF445,ZNF707
ZNF579,ZNF707
ZNF689,ZNF707
ZNF696,ZNF707
PHF1,ZNF71
ZBTB24,ZNF71
ZBTB9,ZNF71
ZGPAT,ZNF71
ZNF417,ZNF71
ZNF497,ZNF71
ZNF524,ZNF71
ZNF648,ZNF71
SP100,ZNF740
ZNF212,ZNF746
ZNF707,ZNF747
HOMEZ,ZNF76
IKZF3,ZNF76
KLF15,ZNF76
L3MBTL3,ZNF76
LHX3,ZNF76
LHX4,ZNF76
LHX6,ZNF76
LIN54,ZNF76
REL,ZNF76
SMAD1,ZNF76
SNAI2,ZNF76
TBP,ZNF76
ZNF420,ZNF76
ZNF526,ZNF76
PLSCR1,ZNF764
ZNF408,ZNF764
ARID5A,ZNF765
OTX2,ZNF765
REL,ZNF765
ZNF581,ZNF765
ESR1,ZNF768
JUN,ZNF768
PIN1,ZNF768
SP100,ZNF768
ZNF250,ZNF768
ZNF417,ZNF768
ZNF648,ZNF768
BACH2,ZNF774
HOXA1,ZNF774
HOXB5,ZNF774
SMAD3,ZNF774
ZNF165,ZNF774
ZNF417,ZNF774
ZNF48,ZNF774
ZNF526,ZNF774
ZNF572,ZNF774
ZNF587,ZNF774
PIN1,ZNF783
ZNF212,ZNF783
ZNF398,ZNF783
ZNF707,ZNF783
AKAP8L,ZNF785
ZBTB24,ZNF79
BACH2,ZNF792
ZBTB24,ZNF792
ZNF250,ZNF792
ZNF275,ZNF792
ZNF286A,ZNF792
ZNF408,ZNF792
ZNF473,ZNF792
ZNF48,ZNF792
ZNF497,ZNF792
ZNF526,ZNF792
ZNF552,ZNF792
ZNF581,ZNF792
ZNF639,ZNF792
ZNF648,ZNF792
ZNF655,ZNF792
ZNF668,ZNF792
ZNF71,ZNF792
SMAD1,ZNF8
SMAD9,ZNF8
ZNF114,ZNF8
ESR1,ZNF800
DR1,ZNF829
GTF2B,ZNF829
STAT3,ZNF829
ZNF587,ZNF829
HOXB1,ZNF835
MYF5,ZNF835
PRDM14,ZNF835
ZNF202,ZNF835
ZNF343,ZNF835
ZNF497,ZNF835
ZNF524,ZNF835
ZNF526,ZNF835
ZNF552,ZNF835
ZNF572,ZNF835
ZNF629,ZNF835
ZNF71,ZNF835
ZNF768,ZNF835
ZNF792,ZNF835
HOXA1,ZNF837
PPARD,ZNF837
ZBTB24,ZNF837
ZBTB48,ZNF837
ZBTB8A,ZNF837
ZNF124,ZNF837
ZNF165,ZNF837
ZNF17,ZNF837
ZNF202,ZNF837
ZNF250,ZNF837
ZNF275,ZNF837
ZNF317,ZNF837
ZNF408,ZNF837
ZNF417,ZNF837
ZNF473,ZNF837
ZNF497,ZNF837
ZNF524,ZNF837
ZNF526,ZNF837
ZNF552,ZNF837
ZNF587,ZNF837
ZNF639,ZNF837
ZNF648,ZNF837
ZNF655,ZNF837
ZNF764,ZNF837
ZNF792,ZNF837
ZNF835,ZNF837
HOXA1,ZNF843
YY1,ZNF85
ZNF417,ZNF85
CDC5L,ZSCAN1
DR1,ZSCAN1
GTF2B,ZSCAN1
KLF11,ZSCAN1
MZF1,ZSCAN1
NFYC,ZSCAN1
NPAS2,ZSCAN1
PPARG,ZSCAN1
ZNF174,ZSCAN1
ZNF213,ZSCAN1
ZNF24,ZSCAN1
ZNF263,ZSCAN1
ZNF396,ZSCAN1
ZNF496,ZSCAN1
ZNF24,ZSCAN12
ZNF397,ZSCAN12
ZNF446,ZSCAN12
ZNF473,ZSCAN12
ZNF496,ZSCAN12
ZNF24,ZSCAN16
ZNF446,ZSCAN16
HOXD4,ZSCAN18
SAFB2,ZSCAN18
ZNF174,ZSCAN18
ZNF396,ZSCAN18
ZNF446,ZSCAN18
ZSCAN1,ZSCAN18
ADNP,ZSCAN20
ZKSCAN1,ZSCAN20
ZKSCAN3,ZSCAN20
ZKSCAN4,ZSCAN20
ZKSCAN8,ZSCAN20
ZNF174,ZSCAN20
ZNF213,ZSCAN20
ZNF232,ZSCAN20
ZNF24,ZSCAN20
ZNF263,ZSCAN20
ZNF394,ZSCAN20
ZNF396,ZSCAN20
ZNF397,ZSCAN20
ZNF445,ZSCAN20
ZNF449,ZSCAN20
ZSCAN18,ZSCAN20
ZKSCAN4,ZSCAN21
ZNF213,ZSCAN21
ZNF24,ZSCAN21
ZNF396,ZSCAN21
ZNF397,ZSCAN21
ZNF446,ZSCAN21
ZNF483,ZSCAN21
ZNF496,ZSCAN21
ZNF837,ZSCAN21
ZSCAN12,ZSCAN21
ZSCAN20,ZSCAN21
DR1,ZSCAN22
GTF2B,ZSCAN22
ZGPAT,ZSCAN22
ZKSCAN4,ZSCAN22
ZNF174,ZSCAN22
ZNF24,ZSCAN22
ZNF263,ZSCAN22
ZNF397,ZSCAN22
ZNF444,ZSCAN22
ZNF446,ZSCAN22
ZNF449,ZSCAN22
ZNF483,ZSCAN22
ZNF496,ZSCAN22
ZSCAN1,ZSCAN22
ZSCAN16,ZSCAN22
ZSCAN18,ZSCAN22
ZSCAN20,ZSCAN22
ZSCAN21,ZSCAN22
PPARA,ZSCAN23
ZNF24,ZSCAN23
ZNF426,ZSCAN23
ZNF446,ZSCAN23
ZSCAN20,ZSCAN23
ZSCAN21,ZSCAN23
ZSCAN22,ZSCAN23
ZSCAN1,ZSCAN25
ZSCAN20,ZSCAN25
ZSCAN22,ZSCAN25
MYBL2,ZSCAN26
SP110,ZSCAN26
ZNF397,ZSCAN29
ZNF446,ZSCAN29
ZSCAN20,ZSCAN29
ZKSCAN4,ZSCAN30
ZNF397,ZSCAN30
ZNF444,ZSCAN30
ZNF446,ZSCAN30
ZSCAN20,ZSCAN30
PHF1,ZSCAN32
ZKSCAN1,ZSCAN32
ZKSCAN3,ZSCAN32
ZKSCAN4,ZSCAN32
ZKSCAN8,ZSCAN32
ZNF174,ZSCAN32
ZNF213,ZSCAN32
ZNF232,ZSCAN32
ZNF24,ZSCAN32
ZNF394,ZSCAN32
ZNF396,ZSCAN32
ZNF397,ZSCAN32
ZNF444,ZSCAN32
ZNF446,ZSCAN32
ZSCAN12,ZSCAN32
ZSCAN16,ZSCAN32
ZSCAN18,ZSCAN32
ZSCAN20,ZSCAN32
ZSCAN21,ZSCAN32
ZSCAN22,ZSCAN32
ZSCAN23,ZSCAN32
ZSCAN29,ZSCAN32
ZSCAN30,ZSCAN32
HMGA1,ZSCAN5A
HOMEZ,ZSCAN5B
ZBTB7B,ZSCAN5B
SETDB1,ZSCAN9
SP110,ZSCAN9
ZNF24,ZSCAN9
ZNF446,ZSCAN9
ZSCAN22,ZSCAN9
ZSCAN23,ZSCAN9
KLF11,ZXDC
NR1H2,ZXDC
NR1H3,ZXDC
RORA,ZXDC
CXXC1,ZZZ3
GATA1,ZZZ3
KMT2A,ZZZ3
KMT2B,ZZZ3
PHF20,ZZZ3
ZBTB9,ZZZ3
ZNF212,ZZZ3
ZNF496,ZZZ3
ZNF513,ZZZ3
ZNF608,ZZZ3
NFE2,ELF5
DACH1,FOXA2
FOXN2,FOXA2
HOXA5,FOXA2
HOXB13,FOXA2
HOXD13,FOXA2
OTX2,FOXA2
SALL1,FOXA2
SATB2,FOXA2
FERD3L,TWIST2
GLIS2,TWIST2
SREBF1,TWIST2
TCF12,TWIST2
TCF3,TWIST2
TCF4,TWIST2
GATA1,ZFPM1
GATA2,ZFPM1
FOXP3,ZFP90
HOXC8,ZFP90
FOXJ2,FOXF2
IRF3,IRF7
STAT1,IRF7
STAT2,IRF7
TERF1,ZNF790
ESR1,ZNF277
MBD3,ZNF277
ZBTB7B,ZNF277
ZNF768,ZNF277
NFYC,POU6F1
FOXO1,FOXO6
FOXO3,FOXO6
FOXO4,FOXO6
FOXR2,FOXO6
MYC,FOXO6
ADNP,ZNF644
ADNP2,ZNF644
AHDC1,ZNF644
CHAMP1,ZNF644
FOXJ2,ZNF644
RLF,ZNF644
USF1,ZNF644
WIZ,ZNF644
ZNF280D,ZNF644
ZNF281,ZNF644
ZNF292,ZNF644
ZNF462,ZNF644
MEF2A,MEF2B
NKX2-5,MEF2B
ATF6,ATF6B
LHX8,ATF6B
ESR1,FOXJ3
FOXJ1,FOXJ3
TP53,FOXJ3
ZBTB10,FOXJ3
ZBTB2,FOXJ3
FAM170A,ZNF703
HOXA1,ZNF703
MSX2,ZNF703
VSX2,ZNF703
GATAD2A,ZBTB46
GATAD2B,ZBTB46
MBD3,ZBTB46
WIZ,ZBTB46
ZBTB10,ZBTB46
ZNF318,ZBTB46
ESR1,TRPS1
FOXJ2,TRPS1
NFATC1,TRPS1
SP100,TRPS1
TEAD2,TRPS1
PIN1,CPEB1
HOXB9,SPZ1
HOXA1,ZIM2
PATZ1,ZIM2
PHF1,ZIM2
POU6F2,ZIM2
ZNF383,ZIM2
ZNF587,ZIM2
AR,NR0B1
ESRRA,NR0B1
ESRRG,NR0B1
NR5A1,NR0B1
NR5A2,NR0B1
PPARG,NR0B1
RORA,NR0B1
SREBF1,NR0B1
AR,SRY
MECOM,HIC1
PHF1,HIC1
STAT3,HIC1
ARNT,HIF3A
HIF1A,HIF3A
ARNT,NPAS1
ARNT2,NPAS3
TP53,NPAS3
FOS,KDM2A
RBPJ,KDM2A
SMAD3,KDM2A
ZNF512B,KDM2A
ATF4,ZNF226
TP53,DMTF1
SMAD1,GMEB1
SMAD3,GMEB1
HIF1A,ZNF518A
XPA,ZNF518A
POU2F1,SNAPC4
SNAPC2,SNAPC4
LCOR,TFEB
MITF,TFEB
TFE3,TFEB
HOXD4,ETV4
MEOX2,ETV4
SMAD4,ETV4
RFX2,FOXN4
FOXB1,SIX5
FOXL1,SIX5
CRX,SOX3
DACH1,SOX3
GLIS1,SOX3
GLIS2,SOX3
MYC,SOX3
NFIC,SOX3
TEAD2,SOX3
ZBTB9,ZKSCAN5
ZSCAN1,ZKSCAN5
ZSCAN20,ZKSCAN5
BCL11A,NR2E3
CRX,NR2E3
HOXC13,NR2E3
IRF9,NR2E3
NR1D1,NR2E3
NR3C1,NR2E3
PPARG,NR2E3
ZNF232,NR2E3
CEBPA,CEBPB
DDIT3,CEBPB
EGR1,CEBPB
ESR1,CEBPB
HMGA1,CEBPB
JUN,CEBPB
KLF5,CEBPB
NR3C1,CEBPB
PPARG,CEBPB
RELA,CEBPB
SMAD3,CEBPB
SMAD4,CEBPB
SP1,CEBPB
SRF,CEBPB
NFIC,ZKSCAN7
ZKSCAN4,ZKSCAN7
ZNF446,ZKSCAN7
ZSCAN12,ZKSCAN7
ZSCAN21,ZKSCAN7
ZSCAN22,ZKSCAN7
ZSCAN23,ZKSCAN7
ZSCAN32,ZKSCAN7
BACH1,MAFK
BACH2,MAFK
NFE2L2,MAFK
BACH2,TSHZ2
ESR1,CASZ1
ESR2,CASZ1
TEAD2,CASZ1
WT1,CASZ1
ZSCAN1,TBX20
FOXA3,KLF16
FOXJ2,KLF16
ZBTB33,KLF16
CRX,HNF1B
HNF1A,HNF1B
OTX2,HNF1B
POU6F2,HNF1B
FOXB1,ZFHX4
FOXJ2,ZFHX4
FOXL1,ZFHX4
SP100,ZFHX4
TEAD2,ZFHX4
ZNF707,ZNF316
ZNF250,ZNF460
PLAGL2,IRX2
NRL,FIZ1
SP100,FIZ1
STAT6,ZNF407
ZBTB9,ZNF407
ZSCAN1,ZNF407
NR4A1,ZNF331
MYC,ZNF121
RBAK,ZNF121
ZNF835,ZNF121
ZNF837,ZNF121
RUNX1,ELF4
SETDB1,LHX5
MEOX2,ZNF248
SETDB1,ZNF248
KLF11,ZNF333
ESR1,ZNF652
LHX3,ZNF354C
LHX4,ZNF354C
ZNF598,ZIC4
FOXB1,ZBTB40
CDC5L,MYT1L
SMAD1,ZNF510
CEBPA,CDX1
CEBPE,ZNF384
HOXC9,ZNF384
MBD1,ZNF384
POU6F2,ZNF384
ESR1,ZNF385A
NR5A1,ZNF653
TIGD2,JRKL
SMAD1,ZSCAN4
SMAD9,ZSCAN4
NFKB1,ELF1
NFYC,ELF1
REL,ELF1
MEOX2,ZNF695
SOX6,ZNF184
UBP1,ZNF184
TFCP2,NFE4
SAFB2,ZNF514
TP53,ZNF514
YBX1,ZNF514
NANOG,SALL4
POU5F1,SALL4
CREB1,ZNF92
MEOX2,ZNF92
STAT6,ZNF92
ZNF707,ZNF92
TLX3,ZNF44
ELF3,EHF
ZBTB2,ZBTB18
ESR1,ZNF217
PAX3,POU3F2
SOX10,POU3F2
TBP,POU3F2
CUX1,FOXD3
DRAP1,FOXD3
FOXD1,FOXD3
HOXB9,FOXD3
HOXC13,FOXD3
HOXD13,FOXD3
SATB1,FOXD3
SATB2,FOXD3
UBP1,FOXD3
FOXA3,BARX1
FOXS1,BARX1
HOXD9,BARX1
YBX1,LIN28A
ZNF275,LIN28A
DDIT3,ZSCAN31
ZNF397,ZNF197
ZSCAN20,ZNF197
ZSCAN32,ZNF197
ESR1,CXXC5
SKIL,CXXC5
SMAD3,CXXC5
SMAD5,CXXC5
SMAD9,CXXC5
VDR,CXXC5
ZNF250,ZNF345
EBF3,EBF2
ESR1,PRR12
ZNF219,ZNF521
ZGPAT,ZXDB
FOXP3,NACC2
ESR1,GZF1
ESR1,SIX4
JUN,SIX4
ESR1,ZBED6
ESR1,ZNF787
ESRRG,ESRRB
NCOA2,ESRRB
ETV6,ETV7
IRF4,ETV7
HOXC11,TBX21
ZNF490,TBX21
MEOX2,ZNF69
ZNF417,ZNF69
FAM170A,ZNF358
NFIX,ZNF614
FOXA1,DLX1
FOXC2,ZNF536
FOXJ2,ZNF536
SP100,ZNF536
TEAD2,ZNF536
FOXJ2,TSHZ1
FOXL1,NFXL1
FOXP3,ZBTB37
MECP2,SOX18
GLI3,ZIC3
GLIS2,SHOX
NKX2-5,SHOX
SOX5,SHOX
SOX6,SHOX
NR4A3,SIX3
ZBTB26,ZBTB12
TBPL1,TBPL2
ZFP64,ZNF70
ZHX1,ZNF33B
PPARG,CEBPD
SP100,ZNF827
HOXC9,HOXD1
HOXD4,TIGD4
STAT5B,DMRTA1
ZSCAN20,ZNF215
MEOX1,SPIC
IRF9,DACH2
IRF9,DMRTC2
MEOX1,PAX1
MEOX2,PAX1
SKIL,THAP5
SP1,GATA6
ZNF648,ZNF260
ZNF451,ZNF467
LHX2,ZFP42
MEOX2,ZFP42
TCF4,TCF24
MEIS1,HOXA13
MEOX2,RBPJL
MEOX2,ZNF404
MEOX2,ZNF556
ZBTB3,ZNF556
MEOX2,ZNF772
MLX,MLXIP
MYF5,SCX
TCF4,SCX
MYOG,BHLHA15
TCF4,BHLHA15
NFKB1,LYL1
TCF3,LYL1
NFYC,USF3
NOTO,ETV3L
SMAD3,ZNF83
SMAD9,ZNF83
PBX2,CENPBD1
PGR,KLF9
TEAD2,ZIC2
PIN1,MYT1
SMAD4,SOX12
POU6F2,NKX3-2
RBPJ,ZNF589
RHOXF2,NKX1-2
STAT5A,ZNF596
ZNF562,ZNF561
RBPJ,NKX6-1
RBPJ,ZNF268
REL,ZNF550
RFX3,IRF6
TLX2,IRF6
ZBTB3,IRF6
ZFP41,ZNF485
SMAD1,GSC
SMAD3,GSC
SMAD4,ZBED5
SMAD9,ZNF484
SMAD9,ZNF587B
SOX2,SOX21
SP8,ZNF519
SREBF1,ZBTB7C
TCF12,MESP2
TCF3,MESP2
TCF4,MESP2
TERF1,TERB1
TLX2,ZNF502
ZNF76,ZNF623
ZNF22,ZNF808
ZNF396,ZBED9
ZNF397,ZBED9
ZNF444,ZBED9
ZSCAN20,ZBED9
ZSCAN32,ZBED9
ZSCAN1,INSM2
ZSCAN5A,ZNF616
