Gene_A,Gene_B
HSPA13,BAG6
HSPA13,CEACAM21
HSPA13,CRYGA
HSPA13,FBXO6
HSPA13,RMI1
HSPA13,SGTB
HSPA13,SSR1
HSPA13,TNF
HSPA13,UBQLN2
HSPA14,DNAJC2
HSPA14,FOXL1
HSPA1A,ACTC1
HSPA1A,CD96
HSPA1A,CEP250
HSPA1A,CER1
HSPA1A,CNTRL
HSPA1A,CUL4B
HSPA1A,DDRGK1
HSPA1A,DNAJB8
HSPA1A,DNAJC7
HSPA1A,DUSP6
HSPA1A,LGALS3BP
HSPA1A,METTL14
HSPA1A,METTL3
HSPA1A,MYLK2
HSPA1A,NEDD1
HSPA1A,PRKCA
HSPA1A,RPS6KA1
HSPA1A,RPS6KA3
HSPA1A,TUBGCP3
HSPA1A,WDR76
HSPA1B,CCNI2
HSPA1B,CUL4B
HSPA1B,DUSP6
HSPA1B,LRRC28
HSPA1B,METTL14
HSPA1B,METTL3
HSPA1B,MYBPC2
HSPA1B,MYLK2
HSPA1B,NME1-NME2
HSPA1B,PGAM5
HSPA1B,PRKCA
HSPA1B,RPS6KA1
HSPA1B,RPS6KA3
HSPA1B,STIP1
HSPA1L,CCNI2
HSPA1L,CDK3
HSPA1L,CEP250
HSPA1L,CUL4B
HSPA1L,CYP2W1
HSPA1L,DNAJC7
HSPA1L,DND1
HSPA1L,LPGAT1
HSPA1L,LRRC28
HSPA1L,NEDD1
HSPA1L,POC1A
HSPA1L,RIPK3
HSPA1L,TBC1D22A
HSPA1L,TTLL3
HSPA2,AARSD1
HSPA2,ADAL
HSPA2,AK8
HSPA2,AKAP5
HSPA2,ARL6IP4
HSPA2,ASH2L
HSPA2,ASIC4
HSPA2,BAG3
HSPA2,BAG4
HSPA2,BAG5
HSPA2,BAHD1
HSPA2,CDK9
HSPA2,CEP170B
HSPA2,CEP250
HSPA2,CEP57
HSPA2,CHMP7
HSPA2,CIT
HSPA2,DNAJC7
HSPA2,DOM3Z
HSPA2,EGFR
HSPA2,EWSR1
HSPA2,F8VSB5
HSPA2,FASTKD1
HSPA2,FGF21
HSPA2,FKBPL
HSPA2,FOSL1
HSPA2,HAUS2
HSPA2,HNRNPA1
HSPA2,HSPBP1
HSPA2,HSPH1
HSPA2,HTT
HSPA2,INCA1
HSPA2,JUN
HSPA2,LAMTOR5
HSPA2,LARP4B
HSPA2,MAP3K3
HSPA2,MAP3K5
HSPA2,MEPCE
HSPA2,MIP
HSPA2,NEUROD1
HSPA2,NPHP4
HSPA2,OTUD7B
HSPA2,PELI3
HSPA2,PER1
HSPA2,PLEKHG4
HSPA2,PLEKHS1
HSPA2,POLA2
HSPA2,POLR3F
HSPA2,PRR3
HSPA2,PSMD2
HSPA2,PSMF1
HSPA2,Q53FC7
HSPA2,Q96BE0
HSPA2,Q9HAV2
HSPA2,RNF34
HSPA2,SERTAD4
HSPA2,SIK2
HSPA2,SOCS6
HSPA2,SPATA12
HSPA2,SPATS1
HSPA2,SSB
HSPA2,SYNCRIP
HSPA2,TAF8
HSPA2,TANK
HSPA2,TMEM61
HSPA2,TSPAN2
HSPA2,TSSK1B
HSPA2,TTC1
HSPA2,UBC
HSPA2,UNC45B
HSPA2,VIRMA
HSPA2,WBP1L
HSPA2,ZKSCAN3
HSPA2,ZNF124
HSPA2,ZNF296
HSPA2,ZNF341
HSPA2,ZNF829
HSPA4,CDK3
HSPA4,DDIT4
HSPA4,DNAJC5
HSPA4,DNAJC7
HSPA4,E2QRM7
HSPA4,ENDOG
HSPA4,FAF1
HSPA4,HSF1
HSPA4,J3KS21
HSPA4,KDM4D
HSPA4,KIF14
HSPA4,LRRK2
HSPA4,MAP3K3
HSPA4,MAP3K7IP1
HSPA4,MAPT
HSPA4,MBOAT1
HSPA4,MEN1
HSPA4,METTL3
HSPA4,MYLK2
HSPA4,NF2
HSPA4,NTRK1
HSPA4,PARK2
HSPA4,PPP6R1
HSPA4,PRKN
HSPA4,PTPRR
HSPA4,Q96BE0
HSPA4,SCLT1
HSPA4,SRC
HSPA4,SSH1
HSPA4,STIP1
HSPA4,TTI1
HSPA4,UBQLN2
HSPA4,VIRMA
HSPA4L,ARF6
HSPA4L,ARHGEF10L
HSPA4L,EIF6
HSPA4L,FGD5
HSPA4L,HLA-B
HSPA4L,KIF14
HSPA4L,METTL3
HSPA4L,PTPRR
HSPA4L,Q96BE0
HSPA4L,SSH1
HSPA4L,TCEAL1
HSPA4L,WDR76
HSPA5,AAK1
HSPA5,ABCF3
HSPA5,ACE2
HSPA5,ACP5
HSPA5,AGR2
HSPA5,AHNAK
HSPA5,AIRE
HSPA5,AKT1
HSPA5,AMFR
HSPA5,ANO3
HSPA5,ANTXR1
HSPA5,APC
HSPA5,APP
HSPA5,AR
HSPA5,ASTL
HSPA5,AURKA
HSPA5,AURKB
HSPA5,BAG2
HSPA5,BAG6
HSPA5,BCAR1
HSPA5,BLK
HSPA5,BMX
HSPA5,BRAF
HSPA5,BRPF3
HSPA5,CAD
HSPA5,CAND1
HSPA5,CASP7
HSPA5,CBL
HSPA5,CCNJL
HSPA5,CDC20
HSPA5,CDK9
HSPA5,CDKN1A
HSPA5,CDKN2AIP
HSPA5,CEP250
HSPA5,CEP57
HSPA5,CEP70
HSPA5,CEP72
HSPA5,CEP76
HSPA5,CFTR
HSPA5,CIT
HSPA5,CKAP5
HSPA5,CLEC18A
HSPA5,CLU
HSPA5,COLEC11
HSPA5,COPS5
HSPA5,COPS6
HSPA5,CPS1
HSPA5,CPT1A
HSPA5,CRK
HSPA5,CRTC3
HSPA5,CRY1
HSPA5,CSE1L
HSPA5,CSK
HSPA5,CTNNA1
HSPA5,CUL2
HSPA5,CUL4A
HSPA5,CUL4B
HSPA5,CUL5
HSPA5,DDX24
HSPA5,DMKN
HSPA5,DNAJB1
HSPA5,DNAJB11
HSPA5,DNAJB4
HSPA5,DNAJC1
HSPA5,DNAJC10
HSPA5,DNAJC3
HSPA5,DPYSL5
HSPA5,DUSP4
HSPA5,DUSP6
HSPA5,EDC4
HSPA5,EFEMP1
HSPA5,EGFR
HSPA5,EIF2AK3
HSPA5,EIF4G1
HSPA5,EIF4G2
HSPA5,ELK1
HSPA5,EP300
HSPA5,EPS15
HSPA5,ERBB2
HSPA5,ERLEC1
HSPA5,ERLIN2
HSPA5,ERN1
HSPA5,ESR1
HSPA5,FAF2
HSPA5,FAM187B
HSPA5,FASN
HSPA5,FBLN7
HSPA5,FCHSD2
HSPA5,FICD
HSPA5,FN1
HSPA5,FNIP1
HSPA5,FUS
HSPA5,GAB2
HSPA5,GABARAPL1
HSPA5,GABARAPL2
HSPA5,GHITM
HSPA5,GLB1L3
HSPA5,GLT8D2
HSPA5,GRB10
HSPA5,GRB2
HSPA5,GSK3B
HSPA5,GUSBP1
HSPA5,HAUS2
HSPA5,HCK
HSPA5,HDAC6
HSPA5,HELLS
HSPA5,HMGB1
HSPA5,HNRNPA1
HSPA5,HNRNPH1
HSPA5,HSP90B1
HSPA5,HSPA1A
HSPA5,HSPA4L
HSPA5,HSPA8
HSPA5,HSPB1
HSPA5,HSPBP1
HSPA5,HSPH1
HSPA5,HYOU1
HSPA5,ID2
HSPA5,IDS
HSPA5,IFT88
HSPA5,IKBKB
HSPA5,IKBKG
HSPA5,IL12RB1
HSPA5,ING3
HSPA5,INHA
HSPA5,INPPL1
HSPA5,INSIG2
HSPA5,IQCB1
HSPA5,ISLR
HSPA5,ITLN1
HSPA5,JUN
HSPA5,KLK3
HSPA5,KNSTRN
HSPA5,KRT14
HSPA5,LAMA1
HSPA5,LCK
HSPA5,LDHAL6B
HSPA5,LDLR
HSPA5,LGALS3BP
HSPA5,MAGED2
HSPA5,MAP1LC3A
HSPA5,MAP1LC3B
HSPA5,MAP2K2
HSPA5,MAP2K3
HSPA5,MAP3K1
HSPA5,MAP3K14
HSPA5,MAP3K3
HSPA5,MAP3K7
HSPA5,MAP3K7IP1
HSPA5,MAP3K8
HSPA5,MAP4
HSPA5,MAPK3
HSPA5,MAPRE1
HSPA5,MAPT
HSPA5,MCM2
HSPA5,MEPCE
HSPA5,METTL14
HSPA5,METTL3
HSPA5,MTNR1A
HSPA5,MTNR1B
HSPA5,N6AMT1
HSPA5,NAPSA
HSPA5,NCBP1
HSPA5,NCBP2
HSPA5,NCOR2
HSPA5,NEDD8
HSPA5,NFKB1
HSPA5,NFKB2
HSPA5,NFKBIA
HSPA5,NFKBIB
HSPA5,NFKBIE
HSPA5,NME1
HSPA5,NME1-NME2
HSPA5,NME2
HSPA5,NUP62
HSPA5,NYX
HSPA5,OS9
HSPA5,PALLD
HSPA5,PCID2
HSPA5,PDE3A
HSPA5,PDPK1
HSPA5,POLR3H
HSPA5,PON2
HSPA5,PRKDC
HSPA5,PRKN
HSPA5,PRSS50
HSPA5,PSMA3
HSPA5,PSMC5
HSPA5,PSME3
HSPA5,PTCH1
HSPA5,PTK6
HSPA5,PTPRO
HSPA5,PXN
HSPA5,Q6ZUH1
HSPA5,Q8NC57
HSPA5,RALBP1
HSPA5,RAPGEF6
HSPA5,RC3H1
HSPA5,REL
HSPA5,RELA
HSPA5,RELB
HSPA5,RIPK1
HSPA5,RIPK3
HSPA5,RNF40
HSPA5,RPS6KA1
HSPA5,RPS6KA3
HSPA5,RUVBL2
HSPA5,SEC61A1
HSPA5,SEPTIN10
HSPA5,SEPTIN2
HSPA5,SEPTIN6
HSPA5,SEPTIN7
HSPA5,SEPTIN9
HSPA5,SERPINB11
HSPA5,SH3BP4
HSPA5,SH3KBP1
HSPA5,SHC1
HSPA5,SIL1
HSPA5,SLC7A8
HSPA5,SNCA
HSPA5,SNW1
HSPA5,SPACA4
HSPA5,SQSTM1
HSPA5,SRC
HSPA5,SREBF2
HSPA5,STAU1
HSPA5,STIP1
HSPA5,STMN1
HSPA5,STUB1
HSPA5,SUMO2
HSPA5,TAB1
HSPA5,TAGLN2
HSPA5,TANK
HSPA5,TBK1
HSPA5,TCTN1
HSPA5,TCTN2
HSPA5,TCTN3
HSPA5,TEPSIN
HSPA5,TG
HSPA5,TIMM13
HSPA5,TMEM25
HSPA5,TMEM263
HSPA5,TMEM62
HSPA5,TNFRSF1A
HSPA5,TOR3A
HSPA5,TP53
HSPA5,TRAF2
HSPA5,TRAF6
HSPA5,TRAFD1
HSPA5,TTC23L
HSPA5,TUBG1
HSPA5,TUBGCP2
HSPA5,TUBGCP3
HSPA5,TUBGCP4
HSPA5,UBASH3B
HSPA5,UBC
HSPA5,UBE2V1
HSPA5,UBL4A
HSPA5,UBQLN4
HSPA5,VIRMA
HSPA5,WNT3A
HSPA5,WNT4
HSPA5,WNT9B
HSPA5,WTAP
HSPA5,WWP2
HSPA5,XPO5
HSPA5,YAP1
HSPA5,YWHAB
HSPA5,ZBTB25
HSPA6,ADCK5
HSPA6,CCNI2
HSPA6,CDK9
HSPA6,COMMD6
HSPA6,CYP4F12
HSPA6,DUSP6
HSPA6,FLNA
HSPA6,IKBKG
HSPA6,KRT222
HSPA6,LCK
HSPA6,LGALS7
HSPA6,LGALS7B
HSPA6,LRRC28
HSPA6,MAP3K3
HSPA6,MAP3K7IP1
HSPA6,MEPCE
HSPA6,NPHP4
HSPA6,NXF5
HSPA6,POC1A
HSPA6,PRKCG
HSPA6,RC3H1
HSPA6,RPS6KA1
HSPA6,RPS6KA3
HSPA6,SGTB
HSPA6,SOCS1
HSPA6,TSSK1B
HSPA6,VIRMA
HSPA8,ABI1
HSPA8,ABL2
HSPA8,AHSA1
HSPA8,AIRE
HSPA8,AKAP5
HSPA8,AKT1
HSPA8,AMT
HSPA8,AP2M1
HSPA8,APBB2
HSPA8,APP
HSPA8,ARFIP1
HSPA8,ARHGEF2
HSPA8,ARMC1
HSPA8,ARNT
HSPA8,ASNS
HSPA8,ATM
HSPA8,ATP13A2
HSPA8,ATXN1
HSPA8,AXL
HSPA8,BAG2
HSPA8,BAG3
HSPA8,BAG4
HSPA8,BAG5
HSPA8,BRAF
HSPA8,CAND1
HSPA8,CCAR2
HSPA8,CCDC117
HSPA8,CCNI2
HSPA8,CDC20
HSPA8,CDCA5
HSPA8,CDK9
HSPA8,CDKN1A
HSPA8,CEP250
HSPA8,CIT
HSPA8,CLTA
HSPA8,CLTC
HSPA8,COL7A1
HSPA8,COPS5
HSPA8,COPS6
HSPA8,CRK
HSPA8,CSDE1
HSPA8,CSNK1D
HSPA8,CTNNB1
HSPA8,CUL2
HSPA8,CUL4A
HSPA8,CUL4B
HSPA8,CUL5
HSPA8,DDX39B
HSPA8,DENND2D
HSPA8,DKFZP686A1782
HSPA8,DKFZP686O1117
HSPA8,DNAJA1
HSPA8,DNAJB1
HSPA8,DNAJB12
HSPA8,DNAJB14
HSPA8,DNAJB2
HSPA8,DNAJC13
HSPA8,DNAJC7
HSPA8,DNAJC9
HSPA8,DPP3
HSPA8,DUSP6
HSPA8,E2QRM7
HSPA8,EBNA1BP2
HSPA8,EDRF1
HSPA8,EEF1A1
HSPA8,EGFR
HSPA8,EIF2AK1
HSPA8,ELK1
HSPA8,ERG
HSPA8,ESR2
HSPA8,F8VWE3
HSPA8,FAF1
HSPA8,FAM189B
HSPA8,FANCC
HSPA8,FBP1
HSPA8,FLYWCH2
HSPA8,FN1
HSPA8,FUS
HSPA8,GABARAPL1
HSPA8,GABRB1
HSPA8,GAK
HSPA8,GPN1
HSPA8,GRB2
HSPA8,HAUS1
HSPA8,HAUS2
HSPA8,HCFC1
HSPA8,HDAC1
HSPA8,HDLBP
HSPA8,HEMGN
HSPA8,HLTF
HSPA8,HMGB1
HSPA8,HNRNPD
HSPA8,HSF1
HSPA8,HSPA1A
HSPA8,HSPA2
HSPA8,HSPA4
HSPA8,HSPA4L
HSPA8,HSPA9
HSPA8,HSPBP1
HSPA8,HSPD1
HSPA8,HSPH1
HSPA8,HTT
HSPA8,HYOU1
HSPA8,IKBKE
HSPA8,IKBKG
HSPA8,INPPL1
HSPA8,INSIG2
HSPA8,IQCB1
HSPA8,IRAK1
HSPA8,ISG15
HSPA8,ITGA4
HSPA8,JUN
HSPA8,KCNJ10
HSPA8,KCTD15
HSPA8,KIAA1107
HSPA8,KIAA1191
HSPA8,KIF1C
HSPA8,LAMP2
HSPA8,LARP7
HSPA8,LCK
HSPA8,LGALS3BP
HSPA8,LMAN1
HSPA8,LPGAT1
HSPA8,LRPPRC
HSPA8,LRRC28
HSPA8,LRRK1
HSPA8,LRRK2
HSPA8,MAP1LC3B
HSPA8,MAP2K1
HSPA8,MAP2K2
HSPA8,MAP2K5
HSPA8,MAP3K3
HSPA8,MAP3K7
HSPA8,MAP3K7IP1
HSPA8,MAPK14
HSPA8,MAPK7
HSPA8,MAPT
HSPA8,MDM2
HSPA8,METTL14
HSPA8,METTL21A
HSPA8,METTL3
HSPA8,MTA2
HSPA8,MYC
HSPA8,MYLK2
HSPA8,NCBP3
HSPA8,NDRG2
HSPA8,NEDD8
HSPA8,NFKBIB
HSPA8,NFKBIE
HSPA8,NME1
HSPA8,NME1-NME2
HSPA8,NME2
HSPA8,NMI
HSPA8,NOA1
HSPA8,NPHP4
HSPA8,NXF5
HSPA8,OGT
HSPA8,PAK1
HSPA8,PCID2
HSPA8,PCNA
HSPA8,PDPK1
HSPA8,PHGDH
HSPA8,POC1A
HSPA8,PPID
HSPA8,PPP1CA
HSPA8,PPP1CC
HSPA8,PPP6C
HSPA8,PRKCE
HSPA8,PRKCG
HSPA8,PRKCI
HSPA8,PRKN
HSPA8,PRPF8
HSPA8,PTEN
HSPA8,PTPN12
HSPA8,Q59EM9
HSPA8,RAF1
HSPA8,RASA1
HSPA8,REL
HSPA8,RELA
HSPA8,RGS2
HSPA8,RIC3
HSPA8,RIPK1
HSPA8,RIPK3
HSPA8,RPAP1
HSPA8,RPS6KA1
HSPA8,RPS6KA3
HSPA8,RRP1B
HSPA8,RUVBL1
HSPA8,SDHAF2
HSPA8,SEC24C
HSPA8,SF3A2
HSPA8,SH3BGRL
HSPA8,SH3KBP1
HSPA8,SHC1
HSPA8,SNCA
HSPA8,SOCS1
HSPA8,SOD1
HSPA8,SRC
HSPA8,SRRT
HSPA8,STAT1
HSPA8,STAU1
HSPA8,STIP1
HSPA8,STMN1
HSPA8,SUMO2
HSPA8,TADA3
HSPA8,TANK
HSPA8,TARDBP
HSPA8,TBK1
HSPA8,TCAP
HSPA8,TCP1
HSPA8,TGM2
HSPA8,TM4SF1
HSPA8,TP53
HSPA8,TRAF2
HSPA8,TRAF6
HSPA8,TRIM38
HSPA8,TSSK1B
HSPA8,TUBA1A
HSPA8,TUBB
HSPA8,TUBB2A
HSPA8,TUBG1
HSPA8,TUBGCP2
HSPA8,TUBGCP3
HSPA8,TUBGCP4
HSPA8,UBASH3B
HSPA8,UBB
HSPA8,UBC
HSPA8,UBQLN2
HSPA8,UCHL1
HSPA8,USP46
HSPA8,VCAM1
HSPA8,VCP
HSPA8,VHL
HSPA8,VIRMA
HSPA8,VSX1
HSPA8,WDR76
HSPA8,WNK1
HSPA8,WTAP
HSPA8,YAP1
HSPA8,YES1
HSPA8,YWHAQ
HSPA8,ZSCAN32
HSPA9,ADCK5
HSPA9,AKT1
HSPA9,AP2M1
HSPA9,ATP5F1A
HSPA9,AURKB
HSPA9,BLK
HSPA9,BOLA1
HSPA9,BRAF
HSPA9,CAND1
HSPA9,CDC20
HSPA9,CDKN1A
HSPA9,CDKN2A
HSPA9,CEP250
HSPA9,CEP57
HSPA9,CHCHD10
HSPA9,CHMP4C
HSPA9,CHUK
HSPA9,CISD3
HSPA9,COPS5
HSPA9,COPS6
HSPA9,COQ4
HSPA9,COQ6
HSPA9,COQ7
HSPA9,COQ8A
HSPA9,COQ8B
HSPA9,CRK
HSPA9,CUL2
HSPA9,CUL4A
HSPA9,CUL4B
HSPA9,CUL5
HSPA9,DENND2D
HSPA9,DNAJA3
HSPA9,DNAJC19
HSPA9,DNLZ
HSPA9,DUSP6
HSPA9,EGFR
HSPA9,ELK1
HSPA9,ERBB2
HSPA9,F8VSB5
HSPA9,FGF1
HSPA9,FMC1
HSPA9,FN1
HSPA9,GABARAPL1
HSPA9,GATD3A
HSPA9,GPN1
HSPA9,GRB2
HSPA9,GTF2A1
HSPA9,HAUS2
HSPA9,HNRNPA1
HSPA9,HSCB
HSPA9,IKBKE
HSPA9,IKBKG
HSPA9,IMMP2L
HSPA9,INPPL1
HSPA9,IQCB1
HSPA9,IVD
HSPA9,JUN
HSPA9,LAMTOR5
HSPA9,LCK
HSPA9,LRRK2
HSPA9,LSM8
HSPA9,LYRM2
HSPA9,MAIP1
HSPA9,MAP1LC3B
HSPA9,MAP2K2
HSPA9,MAP3K3
HSPA9,MAP3K7
HSPA9,MAP3K7IP1
HSPA9,MCCC2
HSPA9,MED9
HSPA9,METTL14
HSPA9,METTL3
HSPA9,MVD
HSPA9,NDUFA4
HSPA9,NDUFS3
HSPA9,NEDD1
HSPA9,NEDD8
HSPA9,NELFB
HSPA9,NFKBIB
HSPA9,NFKBIE
HSPA9,NME1
HSPA9,NMES1
HSPA9,OPA3
HSPA9,PCID2
HSPA9,PDPK1
HSPA9,PHYHIPL
HSPA9,PPP3CB
HSPA9,PRKN
HSPA9,PRSS35
HSPA9,RASA1
HSPA9,REL
HSPA9,RELA
HSPA9,RIPK1
HSPA9,RIPK3
HSPA9,RPS6KA3
HSPA9,SDHAF2
HSPA9,SDHAF3
HSPA9,SDHAF4
HSPA9,SDHB
HSPA9,SH3KBP1
HSPA9,SHC1
HSPA9,SNCA
HSPA9,SPATA20
HSPA9,SRC
HSPA9,STAU1
HSPA9,SUGCT
HSPA9,SUMO2
HSPA9,TANK
HSPA9,TBK1
HSPA9,TP53
HSPA9,TRAF2
HSPA9,TRAF6
HSPA9,TRUB2
HSPA9,TUBG1
HSPA9,TUBGCP2
HSPA9,TUBGCP4
HSPA9,UBC
HSPA9,UBXN2A
HSPA9,VCAM1
HSPA9,VIRMA
HSPA9,WTAP
HSPA9,XPNPEP3
HSPA9,YWHAG
HSPB1,A0A024R1L7
HSPB1,A0A384ME25
HSPB1,AARSD1
HSPB1,AATK
HSPB1,ABI1
HSPB1,ACAP2
HSPB1,ACBD6
HSPB1,ACTN4
HSPB1,ADAMTSL4
HSPB1,ADCY9
HSPB1,ADD3
HSPB1,ADPRS
HSPB1,AGAP3
HSPB1,AGAP4
HSPB1,AGAP5
HSPB1,AKT1
HSPB1,ALPI
HSPB1,AMD1
HSPB1,ANAPC7
HSPB1,ANKRD13D
HSPB1,ANKRD44
HSPB1,ANLN
HSPB1,ANP32B
HSPB1,ANXA1
HSPB1,ANXA5
HSPB1,ANXA8
HSPB1,APLN
HSPB1,APP
HSPB1,APPL1
HSPB1,AQP8
HSPB1,ARFGAP3
HSPB1,ARHGEF7
HSPB1,ARIH1
HSPB1,ARMC6
HSPB1,ARMT1
HSPB1,ARNT2
HSPB1,ARRDC5
HSPB1,ASB3
HSPB1,ASCL4
HSPB1,ASIC4
HSPB1,ATP6V1B1
HSPB1,ATXN10
HSPB1,AURKB
HSPB1,B7Z3E8
HSPB1,BAG3
HSPB1,BAG6
HSPB1,BECN1
HSPB1,BICDL1
HSPB1,BLK
HSPB1,BMF
HSPB1,BRAF
HSPB1,BRF2
HSPB1,BRWD1
HSPB1,BUB1B
HSPB1,BVES
HSPB1,C11ORF54
HSPB1,C12ORF74
HSPB1,C2ORF73
HSPB1,C8ORF48
HSPB1,CALR
HSPB1,CAMK1
HSPB1,CAMKK1
HSPB1,CAPN10
HSPB1,CASP9
HSPB1,CAV1
HSPB1,CAV2
HSPB1,CBX1
HSPB1,CCDC196
HSPB1,CCDC32
HSPB1,CCDC70
HSPB1,CCHCR1
HSPB1,CCNC
HSPB1,CCNDBP1
HSPB1,CCNO
HSPB1,CDC123
HSPB1,CDK5RAP3
HSPB1,CENPK
HSPB1,CEP57
HSPB1,CEP78
HSPB1,CETN3
HSPB1,CFAP251
HSPB1,CHUK
HSPB1,CIAO1
HSPB1,CIAO2B
HSPB1,CIT
HSPB1,CLCN3
HSPB1,CLIP3
HSPB1,CNST
HSPB1,COPS3
HSPB1,COPS5
HSPB1,COPS7B
HSPB1,CPSF3
HSPB1,CRK
HSPB1,CRLF3
HSPB1,CRYAA
HSPB1,CRYAA2
HSPB1,CRYAB
HSPB1,CRYBB2
HSPB1,CS
HSPB1,CSTA
HSPB1,DAXX
HSPB1,DCAF8
HSPB1,DDX39A
HSPB1,DES
HSPB1,DFFA
HSPB1,DKFZP547K2416
HSPB1,DMAP1
HSPB1,DMWD
HSPB1,DNAJC21
HSPB1,DOK2
HSPB1,DOK3
HSPB1,DOM3Z
HSPB1,DPYSL5
HSPB1,DUSP1
HSPB1,DUSP4
HSPB1,DUSP6
HSPB1,ECPAS
HSPB1,ECT2
HSPB1,EFTUD2
HSPB1,EGFR
HSPB1,EHD1
HSPB1,EIF1AX
HSPB1,EIF2S1
HSPB1,EIF3F
HSPB1,EIF3M
HSPB1,EIF4A2
HSPB1,EIF4G2
HSPB1,EIF5
HSPB1,ELAPOR1
HSPB1,ELK1
HSPB1,ELK4
HSPB1,ENPP2
HSPB1,ERCC5
HSPB1,ERICH6
HSPB1,F13A1
HSPB1,FAHD1
HSPB1,FAM117B
HSPB1,FAM135B
HSPB1,FAM163A
HSPB1,FAM98C
HSPB1,FAM9A
HSPB1,FANCG
HSPB1,FANK1
HSPB1,FBP2
HSPB1,FLNB
HSPB1,FN1
HSPB1,FTH1
HSPB1,FXR1
HSPB1,FXR2
HSPB1,GABARAPL1
HSPB1,GAPVD1
HSPB1,GARIN2
HSPB1,GET4
HSPB1,GFOD1
HSPB1,GLMN
HSPB1,GNPAT
HSPB1,GOLGA2P5
HSPB1,GOLGA8A
HSPB1,GPANK1
HSPB1,GPR141
HSPB1,GPSM3
HSPB1,GRB2
HSPB1,GSTO1
HSPB1,GTSF1
HSPB1,H0Y415
HSPB1,HAUS1
HSPB1,HAUS8
HSPB1,HCK
HSPB1,HDAC1
HSPB1,HDLBP
HSPB1,HNRNPA2B1
HSPB1,HNRNPD
HSPB1,HNRNPF
HSPB1,HNRNPH2
HSPB1,HNRNPU
HSPB1,HSF1
HSPB1,HSPA4
HSPB1,HSPB6
HSPB1,HSPB8
HSPB1,HSPBAP1
HSPB1,IGSF21
HSPB1,IL16
HSPB1,ILF3
HSPB1,ILK
HSPB1,INPP5K
HSPB1,IQCB1
HSPB1,IQUB
HSPB1,IRAK1
HSPB1,IRS4
HSPB1,ISG15
HSPB1,ISG20L2
HSPB1,ITGA4
HSPB1,ITGB1BP2
HSPB1,JMJD7
HSPB1,KANSL1
HSPB1,KBTBD4
HSPB1,KCMF1
HSPB1,KCTD13
HSPB1,KCTD15
HSPB1,KCTD3
HSPB1,KDSR
HSPB1,KIAA0408
HSPB1,KIF14
HSPB1,KIF20A
HSPB1,KIF23
HSPB1,KLC1
HSPB1,KLF15
HSPB1,KLF3
HSPB1,KNSTRN
HSPB1,KRT18
HSPB1,KRT222
HSPB1,KRT72
HSPB1,KRTAP13-3
HSPB1,KRTAP19-7
HSPB1,KRTAP8-1
HSPB1,LBP
HSPB1,LCE3A
HSPB1,LCK
HSPB1,LENG8
HSPB1,LHX6
HSPB1,LIMK2
HSPB1,LNX2
HSPB1,LOC401296
HSPB1,LONRF1
HSPB1,LOXL4
HSPB1,LPIN1
HSPB1,LRIF1
HSPB1,LRRK2
HSPB1,LSM3
HSPB1,LUZP1
HSPB1,MAGEA6
HSPB1,MAGED1
HSPB1,MALT1
HSPB1,MAP1LC3B
HSPB1,MAP2K1
HSPB1,MAP2K5
HSPB1,MAP3K5
HSPB1,MAPK7
HSPB1,MAPKAPK2
HSPB1,MAPKAPK3
HSPB1,MAPKAPK5
HSPB1,MAX
HSPB1,MECOM
HSPB1,MECP2
HSPB1,MED31
HSPB1,METTL27
HSPB1,MFAP1
HSPB1,MLC1
HSPB1,MLST8
HSPB1,MPHOSPH6
HSPB1,MPND
HSPB1,MRPL40
HSPB1,MRPS23
HSPB1,MSL1
HSPB1,MTCH2
HSPB1,MYC
HSPB1,MYL12B
HSPB1,MYLK2
HSPB1,NAP1L1
HSPB1,NBAS
HSPB1,NCBP2
HSPB1,NCKIPSD
HSPB1,NDN
HSPB1,NEK10
HSPB1,NEXN
HSPB1,NFU1
HSPB1,NHLRC2
HSPB1,NME1
HSPB1,NR1D2
HSPB1,NSMCE4A
HSPB1,NUDT1
HSPB1,NUDT4
HSPB1,NVL
HSPB1,OBSL1
HSPB1,ODF2
HSPB1,OPTN
HSPB1,OSBPL9
HSPB1,OTUB1
HSPB1,OTUD7B
HSPB1,PAK1
HSPB1,PALM3
HSPB1,PELO
HSPB1,PER1
HSPB1,PERP
HSPB1,PGLYRP3
HSPB1,PGM2
HSPB1,PHYHIPL
HSPB1,PLEKHG4
HSPB1,PLG
HSPB1,PNISR
HSPB1,PNPT1
HSPB1,POC5
HSPB1,POLR3F
HSPB1,PPA1
HSPB1,PPM1A
HSPB1,PRC1
HSPB1,PRKAB2
HSPB1,PRKAR1A
HSPB1,PRKCA
HSPB1,PRKCB
HSPB1,PRKCE
HSPB1,PRKCG
HSPB1,PRKCI
HSPB1,PRKD1
HSPB1,PRPF19
HSPB1,PRPF40A
HSPB1,PRUNE2
HSPB1,PSMB2
HSPB1,PSMB8
HSPB1,PSMD1
HSPB1,PSMD6
HSPB1,PTGES3
HSPB1,PTPN12
HSPB1,PTPRA
HSPB1,Q6ZSW6
HSPB1,Q7L8T7
HSPB1,Q86V28
HSPB1,Q9P078
HSPB1,QARS1
HSPB1,RAB41
HSPB1,RAB5A
HSPB1,RAC1
HSPB1,RAD23A
HSPB1,RAF1
HSPB1,RAI2
HSPB1,RASA1
HSPB1,RASSF9
HSPB1,RBM25
HSPB1,RBM39
HSPB1,RBM48
